Comments,Ratings
Terrible 101 class.  He teaches Physics 101 so that it is WAY to advanced for a 101 class.  I would advise taking this class at a community college.  You'll learn more and you'll avoid Gammie altogether,0.0
Reads off lecture slides and misleads students by giving them an equation sheet but then expecting them to derive equations on the test that are not apparent on the sheet. Too extreme for a non-physics major course. A physics major in 400 level couldn't solve some test problems. Crams a lifetime of physics into one semester. Final sucked/fast paced,0.0
Very boring lecturer.  Examples are not helpful in lecture because it's just Gammie deriving equations.  Homework is taken from the internet and not representative of exam questions.  The final exam is horrible.,0.0
"Gammie is a standard 100 level professor.  Nothing too special, he basically reads off of his slides during lecture and seems pretty detached.  Some experiments were cool but lecture seems to drag.  I thought that the exams were a little tough for a physics 101 class, but they were curved.  On the plus side, Gammie is easy on the eyes. =)",1.0
"
                      No Comments
                  ",1.0
"His slides can be unclear and I found it more helpful to read the textbook instead of trying to figure out what he meant. There were always some mistakes here and there in the slides making this whole class more confusing. He loves to play video clips that are somewhat ""relevant"" to the class which could be bad or good depending on your preference.",0.0
"Brown's lectures are boring and the exams are somewhat hard. Brown also loves to trick people on the exams, half of the questions don't test you on the actual material but rather how well you read the question. 246 is also a little harder than 244 so be ready for that",0.0
Prime example why some professors should not receive tenure. Most cowardly professor I have  ever encountered. Does not reply to emails when he knows he has done wrong instead of trying to resolve the issue.,0.0
"This professor was more concerned with whether or not we could figure out trick questions on his exams than he was about us actually understanding anatomy. Frequently went off on tangents. However, if you know the power points, you'll be fine.",1.0
Was hard to understand in lecture and did not explain in the clearest way. Exams always had mistakes and were worded in the most confusing manner - almost all questions are deliberately designed to trick you. Very unorganized class overall!,0.0
"Brown clearly loved teaching us, but he loved to go off on tangents and generally talk a lot about nothing. The online homeworks were manageable and iClicker participation gave us easy points. The tests killed. Absolutely killed. Wording was convoluted and he never managed to curve our exams as he said he would.",1.0
"Brown is a really nice guy. His office hours are helpful, but I feel like many of the people who complain about him did not take advantage of his office hours. The tests are not easy, but if you are in lecture and do the readings you will get a good grade. There are plenty of points to balance out a bad exam.",1.0
"Very unorganized class. Only some final scores got curved, but not all.",0.0
I thought exams were very detailed and a little difficult. The lecture with the lab with all your other classes was pretty tough. The lab requires most of your attention per week. Always said he will curve the class but then he never did.,0.0
"It is really hard to teach Anatomy and Physiology within a semester because of the detail. Because of that, this class feels like one big cram session. I love the subject, so I studied, but he, along with the entire MCB dept, DOES NOT KNOW HOW TO WRITE EXAMS. Exams are never coherent and just poorly worded. He's very nice and knowledgeable though",1.0
"Just read off slides. I don't take the time to email professors often, so when I do it's something I actually really care about, and he just never responded",0.0
"Brown just read off of slides made by the textbook company, and for some reason never put them up until right before lecture. Very disorganized. Took weeks and months to put up exam and homework grades. I don't know why people keep saying the curve is good. An 89.9% is a B+ and doesn't get curved up.",0.0
"Brown is a decent lecturer (better than Kwast) but this course is an administrative nightmare: exam grading taking 3+ weeks, homework grading taking 2 months, etc. Exams are heavily curved because the averages tend to be somewhat low. Not a terribly difficult class but very poorly organized.",1.0
"Brown's exam questions are straightforward and easy, no textbook is required. They curve the exams so much (>87% = A+). But this was the most unorganized class I have ever been in. Exams take +3 1/2 weeks to get back (most of it's scantron) and homework was graded 2 months after it was due. Brown never responds to emails as well.",1.0
"Best of the 244 profs, his exams are very straightforward & not tricky or confusing like Kwast's. Explains well in lecture & has a very likable personality. Class was a snoozefest except for Meisami being funny bc the slides were read verbatim & iclickers were only used in the beginning of the course so attendance wasn't mandatory.",1.0
"Nice guy, somewhat monotone, but can still be funny.Lectures online, but going to class can be helpful to clarify material. Don't buy textbook.  Coloring book helped. Find someone who already took the class with the study guide filled out, bumped me up to a solid A w/ those extra credit points!",1.0
"I took mcb 100 and that was impossible. but 103 was soo much better than that!! Prof. Brown makes learning the material interesting and easier. don't get me wrong, this class is a lot of work. but it's ""doable."" tests are very fair and doesn't ask for specific, random details.",1.0
"Made MCB approachable and easy to understand. Dr. Brown is incredibly fair, his lectures are thorough and he has reasonable expectations of his students (i.e. doesn't make you memorize minute details). Not hard to get an A if you study. Time consuming? yes. Hard? no.",1.0
"First off, if you're going to take this class as an elective (which is what I did), think twice. It's A LOT of work. Getting an 'A' isn't difficult, but it will require you to spend hours answering trivial questions on a study guide and then memorizing tons of material- Usually around 25 written pages. My advice? Find a friend and split the work.",1.0
"
                      Tests were fairly easy, two essays worth almost half the points and the rest multiple choice.  He grades on his own curve, which he sets the B/C line at the class average (for my class it was 82%).  Final was NOT cumulative.  Put in effort and it will be easy.  The MCB 104 Lab sucks.
                  ",1.0
"I took SOC100 in 2018FA, she is a really interesting teacher and make lecture fun. I am so happy to take her class this semester. The reading is heavy but meaningful. Exams are easy and there's lot of extra credits. Easy A if you do all the requirement. Would strongly recommend this course if you need some GenED credits.",1.0
She did her best to make the lectures interesting. More reading heavy class.,1.0
"Super funny person and a great class. A professor we are lucky to have, makes everything clear, actually cares! Her work is cool too ask her about it. made me want to be a sociology major",1.0
"A big part of the class is a semester-long research paper written in parts (20-30 pages total). She was very flexible on due dates and her criteria for assignments was really clear. If you do not understand something, she has no problem dedicating class time to explaining. Don't take this class with another professor. Not an easy A, but doable!",1.0
"Dr. Sandefur manages to be laid back while also still seeming professional and incredibly knowledgeable. The class is basically just discussions on readings, so make sure you read them well. She prettymuch tells you exactly what is going to be on the exams (2/3 of the exams are online) so as long as you show up, read, and take notes you'll be fine.",1.0
"This class w/ Sandefur was a BREEZE! There were 3 tests, 2 online and one in class. There was a group project in 3 installments where you do 3 easy presentations.  Attendance was random, so show up! You're only allowed 2 absences. There are also flipped classes where you do not have to attend class and instead do an assignment. Take this class!!",1.0
"She is entertaining, slideshows include many video and she interacts with students, I found that this helped me pay attention. If you don't like reading this might not be the class for you, even though many of my friends didn't read and still passed with a B-. Overall straightforward class.",1.0
"Dr. Sandefur was great! The class is easy, and you don't really need to read the books. There is extra credit, 3 writing assignments, and 3 exams. Sandefur is funny and makes lectures interesting even though the content can be boring. Good, easy gen ed!",1.0
"Sandefur is an amazing professor! Lectures have iclicker points so attendance is kind of mandatory. Posts slides on moodle. Lots of extra credit. Read the books, it makes the class and tests easier. 3 exams & no final. 3 lectures & 1 discussion. Discussion is helpful before exams (jeopardy), but attendance is mandatory. You learn a lot! Fun class.",1.0
Every student should take her SOC 100 class. You certainly learn a lot about the workings of the society. She is a wonderful teacher.,1.0
"The best. Loved soc 100, and she is funny in lecture. Discussion sections are really helpful, but most everything is handed to you. Dope class.",1.0
Attendance is needed only because she sometimes gives out status checks that count toward grade. Never read the books and wasn't a big problem.,1.0
"Great class overall, great way to fulfill the gen eds. Tests aren't hard but reading the books and going to lecture definitely make them easier.  Only 3 tests and 2-3 mini projects a semester, plus readings that you only need to skim. Overall I learned a lot and recommend her!",1.0
"Some can get away without reading the books, but it helps a lot more if you get them and keep up with reading.",1.0
"Super sweet lady with a wonderful sense of humor. She really makes class interesting, even though most of the content is mostly basic knowledge. This class does have a lot of reading, but it's not too boring. Only a few short assignments for the semester and she offers lots of extra credit. I would recommend this class to anyone.",1.0
I mean this was an easy class but there was way too much reading for a gen ed. Also sometimes the concepts were confusing and you don't really learn anything.. if you go to class you'll do well. Really boring though.,1.0
did the most…very picky,0.0
"Sandefur is the best. She has an excellent sense of humor and really wants you to understand sociology. It's not a blow off class, but it's very interesting, and that's coming from someone with NO background in sociology whatsoever.",1.0
Very easy to understand. Makes boring concepts interesting.,1.0
"
                      Really great teacher. Is pretty funny and keeps class entertaining. I would recommend her
                  ",1.0
"Very fast and often confusing lecture, especially towards the end of the semester. Not a lot of homework and exams are fair, but just personally frustrated that I missed 2 weeks of class (hospital visit) and when I came back two days before midterm was told ""just go to office hours"".",0.0
Very good!,1.0
"Fast lecturer with accent. Sometimes hard-ish to follow. However, gives handouts / lecture notes that are very helpful to compliment lectures. Quite helpful on online discussion forum, knows what he's talking about. Not too much HW. Exams are very fair and relevant to the lecture/homeworks. Class was quite organized.",1.0
"Fastest lecturer I've ever had. Speaks quickly and with thick accent. And zooms through material extremely fast leaving everyone very confused. As a freshman, everyone is too afraid to ask questions, so don't be afraid to speak up.",0.0
"This man is beyond amazing. The only reason I was able to get out of bed in the morning was due to the fact that I knew I got to see him during the day at his lecture. He hands out worksheets at the beginning of each class that guides students through the lecture and has room for in class try-it-yourself examples, of which he goes over later. 10/10",1.0
Professor Oikhberg is a nice guy and he means well but his lectures seemed to not communicate well with everyone. He also had problems answering most questions that were brought up during class. Studying a tremendous amount (going over each assigned problem 4-5 times) does pay off on exams (A's and B's on them). Final was difficult though.,0.0
"His patience and devotion really amazed me. He's charismatic and incredibly smart. During the Putnam Training Session, I was literally blown out of my mind when he could give the solution with one peek at the question. If I can get the chance, I will definitely take his  course again!!!",1.0
"I took his Math241 Honor class and I think he was a good professor. Yes, his class is tough, and he gives very crazy honor homework, but his regular homework are easy to handle. Also, his exam is not difficult, sometimes he gives you full points even if you do have mistakes in your answers.",1.0
"There're weekly quizzes. The practice exams are very useful, make sure to figure out all the problems on those exams, notebook and textbook and you'll be fine. Exams are not hard neither tricky as long as you understand all the material he covered. Exams are alike practice exams. He gives two extra credits in each exam.",1.0
"The test will be tougher and tougher. But most type of questions have been seen in the homework. If you study well for homework questions, you will get an A.",1.0
He just keeps going in the lecture and never stops to ask questions.,0.0
"I understand why he hasn't been fired and why his class exists. His class is only for a math genius, one that may not exist. Everyone in this class was a math wiz but this man expects more. He teaches at a level that demands that his students already know the material. Also, he is oddly obsessed with Reimann Sums. Avoid unless you want to suffer.",0.0
"Honors portion. Regret taking his course, the proofs take a long time and they are graded harshly. The tests are fine if you study, the final is decent. He does not give curves but he is generous with partial credit on tests. I wish I did not take this course.",0.0
"I got 5s on BC Calc, and felt prepared. I was sorely mistaken. Oikhberg is not a good lecturer, and though the class size is small for honors, he rarely takes time for questions. His tests are fair, but one mistake is killer, as there is no curve, and tough competition. I honestly think I would have gotten at least a letter grade higher in regular.",0.0
Exams are very easy relative to the lecture content. Final was disproportionately difficult however Professor Oikhberg always would make time for additional office hours if necessary,1.0
great professor,1.0
"You know, at first I was pretty scared of this class because his accent is thick (and hilarious), but although he's not great at conveying the material, his relatively easy tests make up for it. It all comes down to how much work you are willing to put in . His sense of humor is lame, but he's such a nice guy.",0.0
"FAVORITE PROFESSOR YET. The guy obviously knows what he's talking about, and is absolutely hilarious (once you get used to his humor). He'll derive exactly where everything came from, but as long as you get the final result, you'll be fine. Everyone says that Calc 2 is killer, but I got over 100 on each midterm w/o much effort. TAKE HIS CLASS",1.0
"Oikhberg is a weirdly funny dude and his exams were definitely not as difficult as I expected. Part is multiple choice, plus he gives 2 points extra credit for just knowing your section number!",1.0
"
                      He is a really nice man.  He is good at deriving where everything comes from, just not good at showing examples in lecture.  When it comes to worksheets and homework it is very hard to know how to do it because you have no jumping off point. Also, exams have multiple choice worth 6pts each. No partial credit
                  ",0.0
"Professor Cuno sure is not going to set the world on fire anytime soon. He is a classic stuffy professor, corduroy jacket and all. He is nice and very knowledgeable, but is pretty dull, and grades papers in a way which forces you to accept the fact that him saying ""It's alright"" translates to ""THIS IS GREAT!"" in non-boring human speech.",1.0
Lectures can be boring Unless you are interested in the material. As long as you are a decent writer you can skirt through with a B average on essays. He can be an almost comical caricature of a stuffy old professor but he clearly knows the material pretty well. Make sure you do the readings or else he will roast you.,1.0
"I used to think his lectures were boring but if you actually put effort into taking notes, you'll realize they're pretty helpful for essays. Oddly enough he seems to grade the take-home essays pretty generously but exam essays more harshly (at least in my and my friend's experience) so BE PREPARED for exams!",1.0
"Horrid as 100 level prof. Assignment grades are based on participation and attendance, not the quality of the assignment itself. If you plagiarize, you will be allowed to redo the assignment for D; however, if you ""fail to answer the question"" (read your opinion differs from his) you will receive an F with no make up option. Do not take his classes",0.0
"By far the worst teacher I have had in college. He's extremely inconsiderate, assigns astronomical amounts of reading,  and uses class as a chance to prove that he knows more than his students. Don't even bother answering his questions because even if your answer is flawless, he'll say you're wrong. Made me not want to be a history major anymore.",1.0
Middle Eastern History with Cuno was difficult but well worth the effort. Plenty of readings with discussions every week that really get you to think about what you've read. Paper topics are broad and easy to accomplish if you've done the reading. Cuno does a great job explaining complex topics and relating them to current events. Class act prof.,1.0
"attendance in this class is mandatory, but he does not tell you that it is. His essays are very vague topics and difficult to understand and when approached to ask about the essays, he does not help at all and then reprimands you and tells you to ""read the bloody prompt"" He changed the midterm two weeks before class ended .",0.0
This guy is not a nice person. He changed the syllabus mid semester (more like 2/3 the way thru) from a final paper over the last 1/3 of the class to a cumulative final in-class exam with 2 essays and 10 ID's. He won't hesitate to curse at you if you're not devoting your 100% attention to him. He seems to forget he's teaching a 100 level class.,1.0
"The class isn't too bad. The exams are all essays, that are pretty straight forward as long as you show up to class. The assigned textbooks are useless, his lectures do not go with them at all, so don't even bother buying them. The lectures themselves are boring and his power points have next to no info on them, so your forced to pay attention.",1.0
"He appeared sincere though, at times slightly grumpy, and, all in all, I liked the class and the way it was structured. Someone mentioned however getting an 'A+' when in fact Dr. Cuno never gives more than an A. Brings to doubt the veracity of his/her other comments. As for Dr. Cuno, I would not really hesitate recommending him.",1.0
I am sorry but his class was bad..It was not easy to keep pace with so many assignments ... The material was not easy if you did not already know half the stuff while registering for class....And he seemed uninterested in his own class(!?!),1.0
"Articulate, intelligent, and professional, Cuno is an easy man to respect.  If you behave like an adult, complete all of the assignments (there are many), and do the important readings, you can get an A fairly easily.  There's a term paper, take-home midterm, and in-class final (essay).  Use his lecture outlines on COMPASS to study for the final.",1.0
"This man is a legend. One of my favorite professors so far at college. Class is well structured, the material is interesting, and grading is fair. I got an A+, and didn't even buy any of the textbooks. Just go to lecture, and take good notes. And don't act up, this man knows how to put people in their place. He will do it, and it will be legendary.",1.0
"Ok, first the pros.  Super easy class.  Easy exams, pop quizzes and little completion assignments along the way.  You must attend class cuz he gives pop quizzes. Info that could be interesting.  The cons?  SUPER BORING!! Cuno doesn't know how to connect with the students and reads his lectures dully.  Plus, he is kind of a jerk and is grumpy often!",1.0
"HIST133/SAME133: This class is a cake walk. All the info is in Lecture and the books aren't needed. Easy exams, easy 1pg review assignments, and easy 1 question MC pop quizzes in lecture. I'm currently at an A+. He tends to be grumpy sometimes, and lecture is boring because he reads off a sheet.",1.0
"Solid professor.  His lectures could be boring at times, but they were helpful.  He also posted notes of his lectures which helped with the papers and studying.  The homework was very easy and the papers and exams were fair.  If you put forth a reasonable amount of time and effort you should do just fine.",1.0
"His lectures consist of cramming an hour and a half of information into a fifty minute class, and as a result he sped read most of the information, so it was slightly hard to take quality notes. He was very knowledegble and passionate about the subject, and the assignments were fairy graded. You didn't really need to read. All in all, he was decent",1.0
"He is an honest grader. He may seem intimidating at times, but by far he is the best professor when it comes to Middle Eastern/Islamic studies.",1.0
by far the best teacher i've ever had!,1.0
"
                      I would say this class had very little reading, especially for a history class.  Cuno did not get the class to talk at all and he is not very creative in his teaching style or in his assignments.
                  ",1.0
She is really caring. She tells many inspiring stories in class. But she is not a good lecturer.,0.0
"can't lecture. dry and boring, speeds through slides so fast you can't write down what she's saying (and you're expected to know what she's saying, not just what's on slides) so you end up without half the notes. also she doesn't have office hours????",0.0
cannot lecture to save her life. constantly complains about not knowing technology yet has taught this way for YEARS. almost nothing to grade except lab practicals and tests. practice exams are worthless because there are hardly ever similar questions on the actual exam. many errors on many tests & slides.,0.0
"She is very passionate about toxicology and I found myself wanting to go to lectures just to listen to her talk about how we all should have died in the 60's. Not too many papers, maybe 6, and they took me 2 hours max each. The paper at the end was cool, and it was fairly graded even though I didn't turn in a draft. I felt like I actually learned.",1.0
She requires a lot of 2 page papers for homework and her exams are also papers and she requested a 10 page paper project.  So if you don't like to write don't take her.  She is also very serious about grammar.,0.0
"An exceedingly kind lady who obviously cares a lot about her students. Often shares small stories about her travels at the beginning of class. Quite a bit of extra credit available throughout the semester, and there's a decent curve on the class at the end. Exams are perfectly manageable if you study for at least a couple days in advance.",1.0
"Good teacher, knows her stuff, and emphasizes the important stuff, but can be a boring lecturer. All the material is posted on the powerpoints online so going to lecture is kinda useless. Responds to emails proactively and does what she can to help. Quite a bit of extra credit for answering 1 question online after every lecture.",1.0
"Professor Francis seems o care about her students, but her lectures are a bit boring. She expects you to know everything she goes over in lecture. Any small, seemingly insignificant details could turn up on the test. So the tests are very difficult. There is a pretty large curve at the end though, so that I a plus.",1.0
Great professor,1.0
"Easy upper level elective. Except I got screwed by the grade. A 95% on the midterm and 97% on the midterm with a B+ on the term paper (worth 20/20/30% respectively) were negated by the fact that she only graded one of our ""Written Homework"" assignments. Thus a one page paragraph was worth as much as the midterm...so I got an A-",1.0
"She has a no-nonsense attitude but really wants us to succeed and sometimes gives advice and is good about answering questions/emails. Her lectures followed the powerpoints, and there is a lot of material to know for the class so you need to study; the lab isn't too bad either if you have a decent TA.",1.0
"She admits to being a horrible lecturer and it is true. The information would be easy except that she's always changing facts around and can't make up her mind. She always sounds unsure of what she's saying. Make sure you get a good TA for the lab section, it will save your grade. I had Mathys Meyer he is awesome.",0.0
Worst lecturer I've ever had.  She babbles on and on about God knows what that has nothing to do with the topic and when she finally gets around to teaching she gets all her facts wrong.  She doesn't let anyone proofread her exams either so there's always at least 3 free points per test because the questions don't make any sense! AVOID IF POSSIBLE!,0.0
"Really sweet lady. Encompasses her life experiences in toxicology research into the class. Exams are challenging, completely essay,  but fair. Very useful in office hours. Term paper very interesting, allows for broad topics. Really enjoyed this class, even thought I went into it not very excited.",1.0
She is a really sweet person but her lectures can be confusing. She means well but tends to get things mixed up very easily.,0.0
"she was really helpful all semester, and always willing to help and work with you on any problem.",1.0
"She is a horrible lecturer, and had no idea what she was talking about, at least for this class.",0.0
SHE CANNOT LECTURE!!!,0.0
I took a discovery course (Global Pollutants) and there was next to no homework. She really wanted us to understand the topic and not stress about it! She is VERY knowledgeable and pulls up facts and stats like you wouldn't believe. Awesome lady! So smart!,1.0
"
                      No Comments
                  ",0.0
"I've never had another professor like Ambrose. He doesn't really lecture. He talks, tells anecdotes, makes sure to pass around a hominin skull or stone tool in every class. He keeps you up to date with the latest genetics research. I learned a lot in his class.",1.0
"The guy is super smart but he cannot teach a class. His lectures often have nothing to do with the readings, he's vague, he rambles and has tangents, and his class has very little structure. Again, he's very passionate and intelligent, he's just not good at articulating his message or going out of his way to make the course easier for students.",0.0
"Brilliant and has lots of great examples from his experiences working in Africa. It's unfortunate that he's not a very engaging lecturer. Exams are fair for the most part, but you need to study the book (which is pretty dull).",1.0
His teaching was a bit boring. I learned a lot more from the TA than from him. The exams aren't terribly hard if you study.,1.0
he was one of the most boring teachers i have ever had. He knew a lot about the subject but the lectures were terrible. I would just read the book and download lecture slides. Do not go to lecture and waste your time.,0.0
"I enjoyed Prof. Ambrose in class. He speaks in a monotone voice, but if you listen to him he is rather hilarious. He tests off his lecture notes and they are really simple tests. He puts the slides online (without pictures.) Take this class if you are interested in the subject otherwise you'll be bored (not because of him.)",1.0
"Dr. Ambrose is extremely intelligent but often gets way off course during lectures. Study off the lecture notes he posts online, they are WAY more concise than notes taken from his PowerPoints. There are only 2 multiple choice exams and they take 20 minutes tops. The lectures can be kind of dull, but the material is good. Take this, it's an easy A.",0.0
"He really loves anthropology, but sometimes makes learning the information difficult if you DONT really love it.  He's pretty entertaining though, just because hes pretty awkward.  Hes a nice guy and will try to answer any questions you have.  You will probably learn more from the TAs in this class, than from the professor.",1.0
"Very boring and quiet lecturer. He's a smart man, but not the best teacher.  He doesn't seem that friendly or approachable.",0.0
"Boring, boring lecture.  He is very knowledgeable but speaks in a monotone voice and dims the lights during lecture...that calls for NAP TIME!  Don't bother buying the book(s) -- you don't look at it once the whole semester!!",0.0
"Lecture is boring, but he's pretty funny. It's hard to study because he gives no clues as to what will be on the test. Don't even buy the book.",1.0
Professor Ambrose is a world-class scientist. He is renowned in his field and extremely knowledgeable. Its a pleasure to learn from the best.,1.0
Just awful,0.0
Good guy.  I like him.  His jokes are great... hilarious even.,1.0
"WORST class ever! Whatever you do, do NOT take this class. He is smart but does not know how to present the material in an intersting way. He dims the lights and speaks in a monotone voice. If you actually go to lecture, you will want to shoot yourself. Also, the final is very hard!",0.0
"Although his voice is monotonous, his jokes are hilarious.",1.0
"my god i slept all the time, his monotone voice and horrible jokes are enough to make you want to die, good thing all his notes are online, take this class for the easiness not the teacher!",0.0
No Comments,1.0
"Boring, but very smart and very thourough. No BS from this Prof.",1.0
"
                      Whisper-quiet and extremely boring.
                  ",0.0
"Woz is a fantastic teacher. He will work you hard, but only because he wants his students to learn (I believe this 100%). You need to do your work, but he is good about rewarding students who have worked hard at the end of the semester.  So even if you think you're in bad shape, hang in there. ENJOY WOZ-you will not have a better teacher at U of I.",1.0
"GE320 is the hardest GE class required, so it kinda sucked. Woz is an ok teacher for explaining material, but he is a good person. He cares about his students. You'll grow from his teaching, whether you realize it or not. Get to know a TA and go to office hours a lot.",1.0
Terrible teaching performance. I learned nothing.,0.0
"Woz is awesome. This material is really tough, and even with such a large age gap between him and his students he does a great job. You can tell he cares about his students, but dang this class sucks.",1.0
"The material is difficult and confusing but you can do well if you go to class, watch the lecture videos (more helpful than the actual lectures), go to office hours, and work on the practice exams. Woz is really helpful in office hours and you can see that he really cares about his students.",1.0
"Excellent professor, very helpful and willing to keep the student minds interested in the subject.  Confusing material at times, but not too bad if you attend class and watch online lecture videos.",1.0
"Woz is the first professor in 4 years at UofI that I have felt genuinely cares about educating his students. The class was quite difficult, as was the material, but Woz is a great teacher. Make sure to go to every class, it's entertaining and you actually learn from attending.",1.0
Good prof for a good class. Don't believe rumors that he doesn't care anymore in 420. He's still the same guy as he was in 320 whether you consider that a good or bad thing.,1.0
"Woz is the best. Great professor and a very nice person. His lecture videos and office hours helped alot in understanding the material.  To do well in the class, make sure you do the practice exams.  GE320 and GE420 were great; a little confusing but very intersting material.",1.0
"Not the best teacher.  He tries to be funny but you really just want him to teach better.  The class content is difficult, but all that is made up for with lax grading procedures.  I'd rather have a better teacher than an easy grader.",0.0
"Woz is an awesome teacher. The material is tough, but interesting. His witty humor and crazy stories makes the class fun. Do all homework, come to class, and enjoy treats courtesy of grandmapotamus.",1.0
"Material is hard, he doesn't teach well, but is very lax and fair with grading at the very end.",1.0
"Tough, but fair. Most importantly, happy to spend as much time with you as it takes to make sure you understand the material. If you're willing to make the effort, he's with you the whole way. That said, you'll be spending plenty of time at office hours, because the material can be brutal at times.",1.0
Not an easy class. Tests are hard but graded fairly with the ability to make up for previous bad tests. Not very clear on how to do hw and never uses any examples from book. Class is not that fun to take and is kind of confusing at times. Lectures are funny however because WOZ pretty much makes fun of everyone. Just respond to him in a smartallecky,0.0
"any bad words about this professor are purely BS. he gives students every opportunity to do well, his tests are relatively simple if you've done the homework, and he is one of the kindest, most helpful guys you can find. shame on any slacker that would say otherwise. and this is coming from a one.",1.0
"This prof has own teaching style, quiz and test material are often not covered in class.  Most learning to be done from TAs or people who have taken class b4.  Prof makes you feel dumb if you ask  office hour questions. Also, frequently makes racial slurs",0.0
A great professor and a great person.,1.0
best prof. that i've had yet in the GE program.. class is very hard but hes great,1.0
best prof ever,1.0
"
                      I LOVE WOZ!
                  ",1.0
Terrible narcissism professor. I should have taken another prof's class of MUS 133. Turino just keep talking about himself and both his class and exams have terrible writting sections. And it seemed that he don't want students have good grade since the Final study guide is a sh*t. He NEVER post things he should on compass. Write it by yourself!!!,0.0
Turino is very passionate about music and really shows it in  lecture. I thought this class was pretty easy. He gives a study guide for the exams that makes the exams easy and the pop quizzes are manageable if you've been taking notes and run through them for 5 minutes. TAs are helpful as well. I only used the book for exam-studying and that was it,1.0
Very boring lecturer. The midterm and quizes require an insane amount of writing. You must read the books or you will not understand anything. Would not advise taking this class.,0.0
"The class he teaches was a bit strange. It kinda sucked having to go to every lecture in case there was a pop quiz, but the quizzes were really easy and the lectures were good. The books are useless as long as you go to lecture. As long as you show up and pay some attention, you'll get an A.",1.0
Professor Turino is a wonderful professor who is extremely knowledgable about his area of study. He is extremely kind and helpful to all of his students. Politics always affect music - they're inseperable. His lectures are conversational (which is a GOOD thing - no one wants to be talked at)and also fascinating. Work hard and you will do well!,1.0
"This teacher is terrible.  He honestly thinks he's the sh*t about everything and talks to us like its a conversation.  I swear to you I learned nothing in this class except to not value the subjects that he was talking about.  The discussion sections helped a little, but I honestly do NOT recommend this teacher.",0.0
He makes 2 pop quizzes worth 20% of our grade. WTF. FML. Who does that? The class is very political and opinion based. Not enough music. His books are poorly written and we have to buy that garbage and make him rich. He makes things more complicated than they should be.,0.0
"Don't read the book-same as lectures. He's totally fascinating. Got a lot out of this class. I was inspired by class. Great organization, i.e. Music and Spirituality studied in Africa. He really knows his stuff. He'll play sometimes and it's fun!",1.0
loved the class...i learned a whole lot and he kept the lectures interesting.  also guest performances were great.,1.0
"he iz a great guy.  you have to read a lot of material, but the tests are easy relative to tests in other people's classes. coooool guy.",1.0
"this class is very interesting, it requires some effort but it's fun learning.  he knows his stuff, and he is a great person to be teaching this class.  awesome guy!",1.0
"This was a very good class and I got a lot out of it. It required more work than I had expected, but I got a lot out of it. I would reccomend this class for anyone that wants to come out with a good understanding of music from various parts of the world.",1.0
Very easy class.  I didn't like his almost daily class references to politics and religion.  After taking his class I now know that he is a staunch Democrat (who passionitly hates Bush) and is an athiest who can't understand why people go to church.,0.0
Class is not organized well. Too much politics and not enough music. Some of the material is interesting and relevant but not enough time is spent on it.,0.0
"class is not that hard but sometimes makes u very sleepy even after a good night of sleep.  The prof. talks as if he writes a novel, a little more simplicity wouldnt hurt him.",0.0
"This class is a real headache.  Very dry and music is a minor part of the class.  TA's are bad, class is very boering, and grades are not very good.",0.0
"I came into this class thinking it would be an easy A, as Ive studied music before, but Turino managed to make it more complicated than it should have been. There were some days where he never even mentioned music (ie the politics comment). BAD CLASS!",0.0
"Turino needs to keep his politics out of the classroom.  I registered for ""World Music"", not ""Liberalism in the Classroom"".  Instead of a diverse look at world music, all we learned about was Africa and his vague semiotic theories.",0.0
No Comments,1.0
"
                      Boring dude. Repeats himself. Class is easy, not much work.
                  ",1.0
Wow this class is about early modern Euro-History on Romantic and political themes. Professor Liebersohn engaged everyone  throughout discussions. The amount of readings are high. A fair grader on papers with understandable feedbacks. I suggest visit him during office hours so he can see that you are making an effort to do well in class.,1.0
"I actually had 3 classes with him (one was a lecture), and I liked all of them. His voice is a bit dull, but he's great for working one on one.",1.0
"This professor is a very nice friendly man to talk to regardless his lectures are somehow boring with interesting materials, the exams and papers graded by TA, but not that hard, to do well need a lot memorization, this professor definately has a strong perception of European History.",1.0
"I had Liebersohn for a class on World Music and History. A phenomenal writing critic, kind and approachable (if soft-spoken). Eager to learn from his students and demonstrates enthusiasm for and mastery of the subject. Great out-of-class mentor as well. Highly recommended for serious students.",1.0
So boring. I'm going to be absolutely serious in saying he did not teach me one thing the entire semester. I attended every lecture and everything I learned came from my own reading of the textbook. Tests are all Identification questions and essays. Tests don't deal with lecture. He DOES go on tangents and he DOES have a dull voice. Avoid.,0.0
"Do not take this as a gen ed. He goes into too much detail and doesnt explain the themes well enough. Talks too much about things you don't need to know for an introductory history class, like specific music of the age and individual leaders lives from the time they were born. Also, he is so hard to hear even with the microphone he has a dull voice",0.0
Really difficult. He went on long tangents that had nothing to do with material we'd be tested over. Wasted a lot of time in lecture on it. Exams were essay and short response which were difficult because there was so much information to remember.,1.0
"He's a fair teacher and you can tell he really cares about his students learning something new. It was a graduate discussion class and Prof. Liebersohn treated everyone as adults, with respect and a real interest to hear contributions. We read a LOT, but my writing, analytical reading and writing process improved. I'm glad I was part of the course.",1.0
"Some people in the class probably find him boring, but I think he is really interesting if you just pay attention. He is very sharp and has great insight. He is very knowledgeable within his field too. Some people here have said he is monotone, but there is really more nuance than they give him credit for.",1.0
